record_id,date,state,district,latitude,longitude,rainfall_3h_mm,rainfall_24h_mm,rainfall_7d_mm,rainfall_forecast_72h_mm,soil_moisture_pct,soil_depth_cm,slope_angle_deg,elevation_m,ndvi,lithology_risk,land_use,distance_to_road_m,distance_to_stream_m,drainage_density_km_km2,curvature_index,road_cutting_index,seismicity_index,historical_landslides_5yr,crack_report_count,sensor_vibration_mm_s,risk_score,risk_level,landslide_event_next_72h,data_split
NER-000113,2021-04-23,Arunachal Pradesh,Dima Hasao,27.518,93.26714,36.4,89.3,338.9,112.5,46.9,89.7,29.4,3490.7,0.846,high,forest,204.4,1146.6,0.626,-0.17,0.069,4.634,0,1,4.17,0.454,medium,0,train
NER-000114,2021-04-24,Assam,Tamenglong,25.85524,92.99267,3.1,25,82.3,79.6,20.6,125.7,32.6,355.7,0.484,high,agriculture,1733.3,94.9,2.065,-0.331,0.395,5.432,3,1,1.79,0.347,low,0,train
NER-000115,2021-04-25,Manipur,East Khasi Hills,24.44807,93.8241,74.6,215.7,869.1,152.1,64.1,178.5,14.2,3032.8,0.448,high,barren slope,284.7,1499.8,4.735,0.088,0.444,0.445,4,0,4.13,0.582,medium,1,validation
NER-000116,2021-04-26,Meghalaya,Aizawl,25.98106,91.3845,44.1,133.4,617.8,264.8,59,200,13.7,148.2,0.382,high,agriculture,1602.9,1055.3,4.257,-0.209,0.709,1.682,1,3,4.3,0.502,medium,0,validation
NER-000117,2021-04-27,Mizoram,Kohima,23.32602,92.7637,73.4,261.1,941.5,622.6,73.2,194.3,22,2736.6,0.86,medium,road corridor,603.6,14.2,4.764,0.096,0.901,0.568,4,1,0.65,0.639,medium,0,validation
NER-000118,2021-04-28,Nagaland,West Sikkim,26.50613,94.04402,78.8,215.9,605.2,508,47.8,184,24.8,2874.9,0.372,low,settlement,1517.9,882,5.624,0.95,0.872,2.472,3,2,2.85,0.576,medium,0,test
NER-000119,2021-04-29,Sikkim,Lunglei,27.67477,88.01156,79,111.1,540.5,160.3,48.4,229.1,34.6,3107.2,0.516,high,forest,848.7,189.4,0.543,0.057,0.451,4.776,3,1,3.31,0.569,medium,1,test
NER-000120,2021-04-30,Tripura,North Tripura,24.02324,91.13295,99.5,342.4,950,487.5,75.1,126.8,27.4,2270.9,0.461,medium,barren slope,1320.4,351.1,6.278,0.447,0.69,5.37,2,2,1.81,0.765,high,1,test
NER-000121,2021-05-01,Arunachal Pradesh,Tawang,27.80624,93.40197,100.8,219.1,691.2,466.2,64.7,130.1,7.3,3207.2,0.114,high,settlement,1597.9,809.5,1.302,0.341,0.756,3.743,4,1,0.87,0.623,medium,1,train
NER-000122,2021-05-02,Assam,East Siang,26.64942,92.68603,78.4,103.6,320.9,157.5,46.9,161.7,41.7,3168.8,0.102,high,road corridor,339.1,836.9,6.999,-0.355,0.695,5.424,3,0,4.38,0.576,medium,1,train
NER-000123,2021-05-03,Manipur,Dima Hasao,24.37779,93.72692,53,174.3,762.9,175.7,56.4,101.2,24.5,1918.8,0.161,high,road corridor,1539.6,513.9,5.583,-0.068,0.902,5.081,3,3,1.25,0.67,medium,1,train
NER-000124,2021-05-04,Meghalaya,Tamenglong,25.0793,90.7757,42.1,73.5,216.3,193.8,30.9,160.7,15.4,2563.3,0.227,medium,road corridor,1396.3,1155.5,3.972,-0.767,0.949,3.645,2,2,2.6,0.361,low,1,train
NER-000125,2021-05-05,Mizoram,East Khasi Hills,23.69245,92.26636,19.1,40,143.2,123.4,34,99.9,4.9,1492.7,0.431,medium,forest,189.9,472.6,7.154,-0.493,0.377,0.644,0,0,4.36,0.283,low,0,train
NER-000126,2021-05-06,Nagaland,Aizawl,26.48216,93.55794,8.5,30.4,115.3,80.8,35.9,8.8,27.4,1417,0.548,low,barren slope,567.5,490.3,2.233,-0.89,0.061,4,4,2,2.12,0.352,low,0,train
NER-000127,2021-05-07,Sikkim,Kohima,27.54282,88.79975,35.2,83.6,402.3,201.3,44.4,233.6,35.4,1188.6,0.511,medium,settlement,721.3,383.1,5.035,-0.871,0.27,1.087,1,2,2.89,0.467,medium,0,train
NER-000128,2021-05-08,Tripura,West Sikkim,23.84274,91.49948,19.2,42.3,142.1,115.6,29.5,10.1,40.5,2493.1,0.447,high,forest,387.7,1018.4,4.02,0.899,0.508,4.176,3,0,5.11,0.503,medium,1,train
NER-000129,2021-05-09,Arunachal Pradesh,Lunglei,27.69881,93.3988,82.1,265.4,950,118.3,59.6,172.8,8.7,1332.4,0.615,low,road corridor,339.7,549.1,3.025,0.576,1,1.203,0,3,1.23,0.551,medium,1,train
NER-000130,2021-05-10,Assam,North Tripura,26.64583,93.38617,33.3,97,509.4,283.2,53.3,199.5,37.6,2344.5,0.121,low,forest,1630.5,667.3,1.232,-0.917,0.274,1.104,4,1,1.39,0.49,medium,0,train
NER-000131,2021-05-11,Manipur,Tawang,25.33906,93.50153,54.8,94.5,290,82.4,38.4,54.3,36.7,1529.7,0.163,low,agriculture,517.7,468.1,6.042,0.291,0.612,2.019,5,1,2.34,0.468,medium,0,train
NER-000132,2021-05-12,Meghalaya,East Siang,25.60458,91.41262,30.7,45.7,207.1,74.8,44.1,231.6,49.5,1849,0.33,low,settlement,583.7,1522.9,1.192,0.768,0.706,0.753,3,3,3.6,0.442,low,0,train
NER-000133,2021-05-13,Mizoram,Dima Hasao,23.32612,92.66751,56.6,221,950,631.4,74.4,244.3,20.9,1166.1,0.761,medium,barren slope,1185.2,312.3,5.958,0.949,0.911,0.407,3,1,1.16,0.617,medium,1,train
NER-000134,2021-05-14,Nagaland,Tamenglong,25.73259,94.25312,93.9,169.3,782.2,319.2,66.9,21.6,28.3,2772.3,0.739,low,settlement,797.7,393.7,5.414,0.065,0.672,0.69,0,1,2.6,0.598,medium,1,train
NER-000135,2021-05-15,Sikkim,East Khasi Hills,27.32543,88.91439,95.8,363.7,864,525.8,56.6,31.8,47.5,2193.8,0.328,medium,forest,417.8,513.4,0.754,-0.334,0.507,3.965,4,1,3.13,0.777,high,0,validation
NER-000136,2021-05-16,Tripura,Aizawl,23.65969,91.01377,7.6,13.1,115.8,40.2,37.7,208,3.9,2551.2,0.183,medium,settlement,1610.6,1405.8,7.087,-0.892,0.142,3.15,3,2,3.18,0.255,low,0,validation
NER-000137,2021-05-17,Arunachal Pradesh,Kohima,27.36801,94.0357,106.1,327.5,950,680,59.1,81.4,37,2010,0.744,low,settlement,1416.9,1049.6,3.172,0.815,0.793,2.908,2,2,4.63,0.751,high,1,validation
NER-000138,2021-05-18,Assam,West Sikkim,26.49155,92.76588,102.3,320.2,950,263.4,71.9,5,36.6,3559,0.511,high,barren slope,1146.1,1183.2,7.249,-0.312,0.821,0.875,2,1,2.52,0.811,high,0,test
NER-000139,2021-05-19,Manipur,Lunglei,25.25688,94.49984,60.7,200.2,911,128.2,62,163,23.1,816.8,0.833,low,settlement,1651.7,433.1,2.374,-0.519,0.246,3.98,4,2,2.72,0.505,medium,0,test
NER-000140,2021-05-20,Meghalaya,North Tripura,25.61297,91.46065,6.3,40.4,185.7,128.1,29.1,197.5,12.4,267.7,0.73,high,agriculture,1217.6,845.1,5.881,-0.488,0.858,3.976,2,3,3.7,0.304,low,0,test
NER-000141,2021-05-21,Mizoram,Tawang,23.81727,93.13037,64.7,103.4,445.1,319.7,38.4,240.5,29.7,3137.6,0.381,low,forest,64.1,778.6,2.713,-0.47,0.905,0.379,3,2,0.91,0.449,low,0,train
NER-000142,2021-05-22,Nagaland,East Siang,25.63498,94.62501,20.6,61.5,204,216.7,29.1,9.8,18.2,1216,0.534,high,agriculture,1575.5,158.2,4.403,-0.904,0.6,2.794,4,1,1.42,0.421,low,0,train
NER-000143,2021-05-23,Sikkim,Dima Hasao,27.19057,89.06754,80.4,246.6,950,680,62.8,199.7,36.1,1295.1,0.276,high,forest,795.2,1407.8,0.901,0.315,0.918,3.698,3,3,3.72,0.769,high,1,train
NER-000144,2021-05-24,Tripura,Tamenglong,24.18563,90.93882,57.9,204.5,619.6,478.9,49.5,226.1,21,420,0.779,medium,settlement,1446.4,960.8,4.969,-0.731,0.429,3.294,3,1,2.31,0.508,medium,1,train
NER-000145,2021-05-25,Arunachal Pradesh,East Khasi Hills,27.07204,93.51104,91.7,185.2,570.8,342,43,130.8,32.3,1825.7,0.412,medium,agriculture,869.4,129.4,3.793,-0.009,0.148,1.379,5,0,0.53,0.539,medium,1,train
NER-000146,2021-05-26,Assam,Aizawl,26.6446,93.39326,54.7,154.9,466,235.7,53.7,10.1,28.3,3914,0.894,high,settlement,1183.8,717,6.584,-0.682,0.639,3.711,1,0,3.57,0.57,medium,0,train
NER-000147,2021-05-27,Manipur,Kohima,24.8922,93.54404,17.2,55.3,188.6,130.9,44.4,139.8,15.3,1335.9,0.336,low,road corridor,1325.3,601,6.471,-0.524,1,2.439,3,3,2.61,0.361,low,0,train
NER-000148,2021-05-28,Meghalaya,West Sikkim,25.72146,92.03045,16.9,82.4,240.7,128.2,33.7,109.8,43.1,1669.4,0.7,high,road corridor,442.2,127.2,5.308,-0.259,0.749,1.722,4,3,3.85,0.519,medium,0,train
NER-000149,2021-05-29,Mizoram,Lunglei,23.54208,92.83848,60.3,195.8,629.1,567.8,61.4,179.1,25.1,1230,0.168,medium,agriculture,509.3,250.6,3.636,-0.988,0.378,3.457,2,0,2.27,0.576,medium,1,train
NER-000150,2021-05-30,Nagaland,North Tripura,26.27781,94.16436,43.8,151.7,383.9,208.4,33.9,116.4,10,2773.7,0.83,medium,road corridor,52.3,870,5.884,-0.358,1,0.628,0,2,1.4,0.392,low,0,train
NER-000151,2021-05-31,Sikkim,Tawang,27.94217,88.04155,4.7,12.2,66.1,56.5,37.9,187.4,25.3,333.9,0.11,medium,forest,45.9,230.5,5.105,-0.624,0.026,0.824,0,2,2.84,0.272,low,0,train
NER-000152,2021-06-01,Tripura,East Siang,24.29304,91.58299,100.7,309,950,179.8,69.8,15.6,45.9,3792.4,0.088,medium,road corridor,418.8,1448.9,0.961,0.736,1,4.051,1,3,5.36,0.836,high,1,train
NER-000153,2021-06-02,Arunachal Pradesh,Dima Hasao,27.15505,93.9435,96.5,129.5,510.3,394.5,58.4,93.9,18.2,2001.5,0.216,low,barren slope,150,716,4.319,-0.304,0.841,2.017,2,3,3.56,0.521,medium,0,train
NER-000154,2021-06-03,Assam,Tamenglong,26.27394,92.33173,114.3,278.3,686.1,546.6,60.9,246.7,24.4,66.5,0.54,low,settlement,30.8,716.3,5.524,-0.01,0.397,4.398,1,1,3.95,0.597,medium,0,train
NER-000155,2021-06-04,Manipur,East Khasi Hills,24.54191,93.32665,66.4,133.1,357.1,381,33,5,5.4,3181.7,0.427,low,road corridor,437.4,690.4,2.049,-0.095,0.915,4.378,4,1,3.58,0.457,medium,0,validation
NER-000156,2021-06-05,Meghalaya,Aizawl,25.80801,91.97802,48,166.9,327.6,399.7,35,19,33.4,3362.1,0.41,high,forest,1263.7,1097.4,0.54,0.884,0.19,1.844,4,2,2.03,0.584,medium,1,validation
NER-000157,2021-06-06,Mizoram,Kohima,23.16269,92.29568,83.8,257.3,538.5,399.2,56,94.5,35.8,2032.4,0.856,low,forest,846.7,621.3,5.018,-0.187,0.613,4.42,1,2,2.53,0.63,medium,0,validation
NER-000158,2021-06-07,Nagaland,West Sikkim,26.46051,94.65726,68.7,260.5,950,325.6,71.5,127.6,38.9,831.1,0.515,high,forest,138.5,350.5,4.796,-0.703,0.068,1.327,4,1,2.86,0.707,high,1,test
NER-000159,2021-06-08,Sikkim,Lunglei,27.72007,89.1891,80.2,256.8,583.3,680,50.8,213.2,49.1,3756,0.681,medium,barren slope,877.9,52.2,6.721,0.807,0.118,0.89,5,0,1.91,0.684,medium,1,test
NER-000160,2021-06-09,Tripura,North Tripura,24.31532,90.99993,3.6,26.2,168,63.1,28.3,61.2,30.5,1624,0.179,high,agriculture,1323.6,573.1,4.854,0.016,0.886,3.305,4,3,2.7,0.428,low,0,test
NER-000161,2021-06-10,Arunachal Pradesh,Tawang,28.04714,93.57209,86.3,149.9,488.8,269.2,38.7,111,3.6,266.5,0.614,medium,forest,739.8,1275.6,1.553,0.175,0.038,2.101,2,1,4.93,0.45,medium,0,train
NER-000162,2021-06-11,Assam,East Siang,26.55947,92.84002,39.7,68.4,233.8,191.9,46.1,121.6,9.9,423.8,0.86,high,settlement,938.6,959,5.908,-0.122,0.778,4.04,3,1,1.84,0.414,low,0,train
NER-000163,2021-06-12,Manipur,Dima Hasao,25.13883,93.31051,86.8,227.3,804.3,634.8,67.6,91.2,44.8,923.2,0.646,medium,agriculture,812.7,1541.6,3.051,0.054,0.325,0.778,5,0,4.37,0.764,high,1,train
NER-000164,2021-06-13,Meghalaya,Tamenglong,25.01148,91.80468,21.9,76.4,283,225.2,40.3,220.1,19.6,176.8,0.093,low,barren slope,1779.8,1421.3,6.448,-0.471,0.607,5.384,0,2,0.78,0.392,low,0,train
NER-000165,2021-06-14,Mizoram,East Khasi Hills,23.42715,93.32612,83.8,119.8,444.2,212.1,40.4,143.5,26.7,510.8,0.548,high,road corridor,1224.8,917.8,0.529,-0.992,0.511,0.423,2,1,2.6,0.518,medium,0,train
NER-000166,2021-06-15,Nagaland,Aizawl,25.89345,93.68507,109.6,238.8,432.6,420.4,47.8,229,15,524.8,0.619,low,barren slope,1734,1131.5,6.228,-0.188,0.476,2.589,4,0,4.12,0.479,medium,0,train
NER-000167,2021-06-16,Sikkim,Kohima,27.50008,88.73317,24.3,72.5,272.8,103.1,43.6,82.5,4.5,2350.9,0.629,high,settlement,1540,280,7.429,0.222,0.249,3.942,2,1,1.36,0.345,low,0,train
NER-000168,2021-06-17,Tripura,West Sikkim,23.84682,91.48858,31.4,129.4,527.3,263,53.5,133.6,22.3,718.6,0.696,medium,settlement,253.3,1544.2,3.746,0.774,0.308,2.634,2,1,1.97,0.448,low,1,train
NER-000169,2021-06-18,Arunachal Pradesh,Lunglei,26.96433,93.25613,50.1,140.8,351.5,125.5,33.2,87.1,31.9,3050.9,0.257,medium,barren slope,557.8,598.5,4.279,0.331,0.172,1.29,4,2,3.48,0.476,medium,1,train
NER-000170,2021-06-19,Assam,North Tripura,26.29201,92.67216,43.9,166.2,580.6,324.3,55.2,155,41,753.8,0.424,low,road corridor,1352.8,1148.1,5.126,-0.69,0.834,4.809,2,1,2.74,0.541,medium,1,train
NER-000171,2021-06-20,Manipur,Tawang,24.95173,93.62875,37.2,153.5,579,150.7,52.9,33.1,47.6,3928.4,0.802,high,forest,1611.2,331.1,2.547,0.866,0.813,3.378,5,3,1.42,0.659,medium,1,train
NER-000172,2021-06-21,Meghalaya,East Siang,25.03171,91.05703,28.3,84.5,318.3,240.6,48.9,49.3,35.9,727.4,0.877,high,road corridor,565.2,1082.3,0.602,-0.581,0.891,1.325,4,1,3.68,0.522,medium,0,train
NER-000173,2021-06-22,Mizoram,Dima Hasao,24.06945,92.57428,32.5,107.8,328,149.8,50.1,24.7,46.1,332.6,0.523,medium,forest,25.6,491.2,3.113,0.329,0.837,1.503,4,3,2.31,0.546,medium,0,train
NER-000174,2021-06-23,Nagaland,Tamenglong,26.29792,93.72451,60.7,108.3,413.6,92.9,51.3,205.6,17.9,2481.3,0.159,high,forest,728,885,3.52,-0.906,0.939,3.182,3,2,4.99,0.498,medium,0,train
NER-000175,2021-06-24,Sikkim,East Khasi Hills,27.79393,88.76706,95.2,360.7,950,421.5,60.8,167.6,43.4,1707.7,0.521,medium,agriculture,1206.2,1442.5,2.64,0.893,0.237,4.533,1,0,3.54,0.728,high,1,validation
NER-000176,2021-06-25,Tripura,Aizawl,23.94283,91.79323,40.9,163.6,557.5,325.8,41.7,226.1,17.5,1337.5,0.517,low,agriculture,957.2,320.9,5.835,-0.169,0.887,2.053,2,3,2.05,0.424,low,0,validation
NER-000177,2021-06-26,Arunachal Pradesh,Kohima,27.8086,93.87524,0.6,34.7,130.8,72.5,29.9,27.6,34,1097,0.148,low,barren slope,1141.2,989.1,4.055,-0.275,0.941,1.621,4,1,4.87,0.386,low,0,validation
NER-000178,2021-06-27,Assam,West Sikkim,26.27334,93.17752,104.6,152.9,368.2,152.7,52.2,63.8,48.8,444.5,0.774,high,barren slope,93.6,911.9,3.419,0.77,0.229,4.691,1,1,1.92,0.592,medium,0,test
NER-000179,2021-06-28,Manipur,Lunglei,25.08531,93.78483,72.6,275.7,950,398.8,74,44.4,36.1,3844.5,0.148,low,forest,1123.6,142.1,1.933,0.939,0.479,2.669,3,1,2.6,0.683,medium,1,test
NER-000180,2021-06-29,Meghalaya,North Tripura,25.72943,90.927,93.7,140.5,598.7,104.1,53.3,67.5,16.1,3020.4,0.638,high,forest,261.4,786.7,3.577,-0.549,0.399,3.344,2,2,1.87,0.529,medium,1,test
NER-000181,2021-06-30,Mizoram,Tawang,23.80953,93.20495,40.4,94.2,370.7,49.6,40.2,71.2,29.9,1672.1,0.258,high,barren slope,1044,611.5,1.192,0.162,0.721,4.322,3,3,1.91,0.543,medium,0,train
NER-000182,2021-07-01,Nagaland,East Siang,25.90616,94.34757,40.8,65.6,289.9,174.8,37.7,241.8,51.3,2817.9,0.292,high,barren slope,1564,398,7.465,-0.794,0.431,2.937,5,0,4.07,0.558,medium,1,train
NER-000183,2021-07-02,Sikkim,Dima Hasao,27.54927,88.15439,57.1,130.8,284.5,307.6,40.6,139.3,33.9,1889.2,0.371,high,settlement,1771.2,404.8,3.386,-0.256,0.668,2.219,4,2,4.52,0.528,medium,1,train
NER-000184,2021-07-03,Tripura,Tamenglong,23.81957,91.00347,56.2,200.5,797.9,405,55,108.3,10.1,1265.3,0.245,low,road corridor,481.4,1559.5,3.917,-0.834,0.387,5.272,0,0,1.57,0.512,medium,1,train
NER-000185,2021-07-04,Arunachal Pradesh,East Khasi Hills,27.96783,93.72936,88.5,174,845.7,361.4,71.6,214.9,24.3,1978.4,0.312,medium,settlement,465.1,290.6,4.415,0.572,0.308,2.26,1,2,3.61,0.587,medium,0,train
NER-000186,2021-07-05,Assam,Aizawl,26.01617,92.80075,79.1,254,950,167,68.3,99.8,36.1,2504.6,0.608,medium,settlement,945.3,1399,3.879,0.901,0.746,2.74,4,2,2.77,0.676,medium,0,train
NER-000187,2021-07-06,Manipur,Kohima,25.0802,93.95251,83.9,137.6,430.1,201.2,52.1,179.1,42.4,3052.8,0.701,low,agriculture,361.2,394.1,3.633,0.527,0.542,4.647,4,1,1.57,0.546,medium,0,train
NER-000188,2021-07-07,Meghalaya,West Sikkim,25.12635,91.65185,67,231.4,586.5,319.9,49.8,55.6,38.8,2585.5,0.631,low,agriculture,396.6,368.4,5.946,-0.317,0.104,2.558,3,2,4.5,0.605,medium,0,train
NER-000189,2021-07-08,Mizoram,Lunglei,23.65325,93.20321,11.1,59.2,235.6,156.6,32.4,47.6,46.5,1210,0.746,high,barren slope,922.8,1277.8,2.464,-0.447,0.161,2.675,5,2,1.37,0.446,low,0,train
NER-000190,2021-07-09,Nagaland,North Tripura,26.06136,93.52158,48.2,159.9,500.1,420.7,54.7,121.1,43.1,1272,0.167,medium,settlement,1084.7,383.1,2.506,0.368,0.94,2.755,3,2,4.07,0.619,medium,0,train
NER-000191,2021-07-10,Sikkim,Tawang,27.44973,89.02907,99.8,350.1,950,358.9,66.6,34.2,49.6,1497.7,0.461,medium,agriculture,670.3,1533.5,7.129,-0.641,0.891,1.558,5,2,2.31,0.816,high,1,train
NER-000192,2021-07-11,Tripura,East Siang,24.1542,91.1542,38.2,83.5,265.7,282.1,42.2,17.3,40.7,3939.2,0.55,high,barren slope,1733.7,1068.8,4.595,-0.09,0.688,3.94,3,1,3.38,0.54,medium,1,train
NER-000193,2021-07-12,Arunachal Pradesh,Dima Hasao,27.11588,93.73874,28,92.2,179.2,96.7,41.2,95.6,51.4,1645.5,0.637,low,road corridor,122.7,1455.3,6.272,-0.256,0.854,4.753,2,2,1.77,0.49,medium,0,train
NER-000194,2021-07-13,Assam,Tamenglong,25.94414,92.28183,49.3,101.6,488.6,145.5,56.6,245.5,27.6,1367.9,0.767,medium,forest,91.5,493.2,5.153,0.5,0.78,4.326,2,1,3.76,0.503,medium,0,train
NER-000195,2021-07-14,Manipur,East Khasi Hills,25.11298,93.67588,42.5,101.4,405.1,170.9,38.2,34.1,10.4,2473.8,0.597,medium,road corridor,1260.7,33.3,3.795,-0.459,1,4.56,3,1,4.77,0.413,low,0,validation
NER-000196,2021-07-15,Meghalaya,Aizawl,26.00509,91.21413,79,243.7,465.2,419.4,42.4,126.9,33.3,605.2,0.522,high,barren slope,975.9,383.9,4.786,-0.675,0.095,4.274,5,0,4.29,0.634,medium,0,validation
NER-000197,2021-07-16,Mizoram,Kohima,23.59244,93.17447,101.9,263.9,950,680,60.5,174.4,51.5,263.9,0.35,low,forest,1718,1218,4.705,0.2,0.768,3.234,5,2,1.87,0.781,high,1,validation
NER-000198,2021-07-17,Nagaland,West Sikkim,25.71762,94.10918,75.8,155.9,489.6,238.5,50.6,26.8,41.4,1201.5,0.24,low,barren slope,1097.1,1477.9,5.139,0.955,0.472,4.6,4,2,2.28,0.566,medium,1,test
NER-000199,2021-07-18,Sikkim,Lunglei,27.71483,88.99535,34.2,64.3,199.2,136.2,39,145.1,27.4,1739.5,0.518,low,settlement,1649.4,746.7,5.058,-0.023,0.023,1.616,1,1,2.1,0.364,low,0,test
NER-000200,2021-07-19,Tripura,North Tripura,23.78481,90.72562,0.1,17.8,110.4,62.3,23.6,189.3,49.6,2189.3,0.503,medium,barren slope,918.9,165.9,6.37,0.354,0.288,3.899,3,2,2.42,0.396,low,0,test
NER-000201,2021-07-20,Arunachal Pradesh,Tawang,27.21253,93.54394,16.9,76.2,230.5,106,30.7,40.2,51.7,685.4,0.864,medium,settlement,1735.2,1379.5,0.613,0.768,0.023,2.524,3,2,1.41,0.474,medium,0,train
NER-000202,2021-07-21,Assam,East Siang,26.29183,93.35605,91.8,137.9,327.8,317.1,38.5,16.4,21.3,3218.9,0.081,high,barren slope,475.3,788.5,1.436,0.521,0.095,5.385,2,2,2.46,0.58,medium,1,train
NER-000203,2021-07-22,Manipur,Dima Hasao,24.89616,94.46932,1,10.4,83.4,71.7,25.5,18.5,41.4,1567.3,0.737,medium,road corridor,1299.4,722.1,6.896,-0.451,0.908,2.662,1,2,3.88,0.397,low,0,train
NER-000204,2021-07-23,Meghalaya,Tamenglong,26.00922,91.84171,82.7,218.1,950,185.4,74.4,83.4,24.4,3914.8,0.867,medium,settlement,686,517.8,3.675,0.746,0.325,1.743,0,1,3.02,0.601,medium,1,train
NER-000205,2021-07-24,Mizoram,East Khasi Hills,23.70484,92.44446,33.3,82.5,192.7,147.1,37.5,147.5,35.1,722.8,0.607,medium,settlement,128.7,1079.1,3.066,0.459,0.42,4.55,2,1,5.63,0.427,low,0,train
NER-000206,2021-07-25,Nagaland,Aizawl,25.84,93.46831,111.4,346.6,950,514.4,75.3,30.1,18.6,1454.6,0.619,medium,settlement,1192.7,1055.2,5.511,-0.501,0.046,1.005,4,1,4.6,0.741,high,0,train
NER-000207,2021-07-26,Sikkim,Kohima,27.00007,88.92777,96.9,205.3,950,232.1,73,106.8,12.2,2360,0.54,high,agriculture,404.6,1463.9,3.985,-0.507,0.946,1.209,0,1,1.25,0.614,medium,0,train
NER-000208,2021-07-27,Tripura,West Sikkim,24.11046,91.14327,7.3,52.2,241.9,152.5,38.7,191,24,2628.8,0.903,high,settlement,103.4,890.1,6.947,-0.055,0.797,4.183,3,1,3.13,0.376,low,0,train
NER-000209,2021-07-28,Arunachal Pradesh,Lunglei,27.00347,94.10585,46,162.9,378.5,291.2,40,139.6,44.9,256.7,0.592,medium,settlement,1566.9,473.3,5.003,-0.171,0.626,1.874,4,2,4.74,0.541,medium,1,train
NER-000210,2021-07-29,Assam,North Tripura,26.00476,92.25403,47.7,154.2,356,191.9,35.3,128.9,37.2,1602.2,0.349,high,barren slope,1028.9,19.1,4.375,0.074,0.469,2.919,2,1,5.04,0.508,medium,1,train
NER-000211,2021-07-30,Manipur,Tawang,24.77819,93.31755,92.8,249.6,950,262.7,69.9,84.6,50.2,2396.8,0.632,high,forest,675.2,459.6,3.839,-0.226,0.774,4.21,1,3,3.89,0.804,high,1,train
NER-000212,2021-07-31,Meghalaya,East Siang,25.34324,90.90776,83.2,281.5,950,223.7,63,238.1,34.9,612.7,0.629,high,agriculture,485.6,1177.1,5.393,-0.531,0.264,2.405,4,2,2.68,0.66,medium,1,train
NER-000213,2021-08-01,Mizoram,Dima Hasao,24.15413,92.95921,9.1,40.4,197,54.4,32,52.3,22.1,982.4,0.424,high,barren slope,61.9,237.2,4.675,-0.656,0.261,2.302,2,0,2.08,0.369,low,0,train
NER-000214,2021-08-02,Nagaland,Tamenglong,26.10447,93.85223,21.9,99.7,507.9,60.1,51,67.9,18,435.2,0.232,high,agriculture,542,1198.2,3.921,0.689,0.699,1.319,2,0,2.52,0.482,medium,0,train
NER-000215,2021-08-03,Sikkim,East Khasi Hills,27.89687,89.07118,30.5,129.3,292,223.5,42,143.5,9.5,1643.8,0.8,high,forest,737.9,251.2,4.453,-0.541,0.306,4.16,3,0,2.98,0.399,low,0,validation
NER-000216,2021-08-04,Tripura,Aizawl,23.5911,91.57797,62.1,168.8,335.2,484.8,32,12.4,46.5,1263.5,0.122,high,agriculture,35.6,1218.6,3.229,-0.716,0.693,2.265,4,2,2.32,0.685,medium,1,validation
NER-000217,2021-08-05,Arunachal Pradesh,Kohima,27.52038,93.80565,14.6,68.2,288.6,121.5,32.1,117.4,35.9,2089.8,0.111,low,road corridor,1295.2,1066.1,5.184,-0.233,0.688,0.987,2,1,2.05,0.374,low,0,validation
NER-000218,2021-08-06,Assam,West Sikkim,26.0394,92.70166,97.6,137.8,553.8,122.5,57.7,119.3,19.8,1813,0.532,low,barren slope,263.7,629.5,6.57,0.425,0.696,5.497,1,0,2.95,0.473,medium,0,test
NER-000219,2021-08-07,Manipur,Lunglei,24.64346,94.37558,72,255.2,602.6,379.7,52.8,82.6,10.9,1500.3,0.898,medium,road corridor,511.5,1556.4,1.152,-0.905,1,3.714,0,3,3.22,0.572,medium,1,test
NER-000220,2021-08-08,Meghalaya,North Tripura,25.67261,91.33078,22.7,38,169.4,120.7,36.7,234.4,36,709.9,0.497,medium,barren slope,15.2,301.6,4.619,0.175,0.897,1.644,5,2,1.34,0.401,low,0,test
NER-000221,2021-08-09,Mizoram,Tawang,24.08992,92.78505,26.6,67.3,268.7,167.6,31,185.2,22.6,4075.1,0.224,low,settlement,67.7,1582.2,6.736,0.523,0.699,5.049,2,1,3.36,0.388,low,1,train
NER-000222,2021-08-10,Nagaland,East Siang,25.99799,94.60952,14.4,44.6,135.3,104.6,30.5,210.2,7.6,167.2,0.144,medium,settlement,1484.9,725.2,3.517,-0.63,0.483,5.454,1,2,4.31,0.307,low,0,train
NER-000223,2021-08-11,Sikkim,Dima Hasao,27.03256,89.04078,3.3,30.4,96.5,83.8,34.8,245.2,35,479.6,0.179,high,forest,196.8,1176,0.729,-0.918,0.517,3.543,1,0,3.21,0.386,low,0,train
NER-000224,2021-08-12,Tripura,Tamenglong,24.34765,91.54589,104.1,227.9,950,455.5,63.1,177,50.7,3817.5,0.748,high,road corridor,145.5,1446.5,5.923,0.129,1,4.561,3,3,4.45,0.828,high,1,train
NER-000225,2021-08-13,Arunachal Pradesh,East Khasi Hills,27.68083,93.64483,75.4,191.7,514.8,208.2,40.5,219,15.6,356.5,0.393,low,settlement,830.4,1026,6.174,0.08,0.453,0.424,4,0,3.12,0.465,medium,1,train
NER-000226,2021-08-14,Assam,Aizawl,26.06313,92.92019,72.1,211.3,346,379.9,36.7,212.4,33.6,571.8,0.898,medium,barren slope,1655.7,204.5,3.472,0.997,0.585,1.756,2,0,2.65,0.53,medium,1,train
